0024|2|2.53|99999999||||
0025|2|3.4930|99999999||||
0026|2|2.53|360||2.78|600|3.54|99999999
0027|2|3.4930|99999999||||
0028|2|2.66|99999999||||
0029|2|3.20|99999999||||
0030|2||||||
0033|2||||||
0034|2|2.53|450|2.78|750|3.54|99999999
0035|2|2.53|540|2.78|900|3.54|99999999
0036|2|2.53|630|2.78|1050|3.54|99999999
0037|2|2.53|720|2.78|1200|3.54|99999999
0038|2|2.53|810|2.78|1350|3.54|99999999
0039|2|2.53|99999999||||
